group,subgroup,month,services
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Aug-17,"5,440"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Sep-17,"4,890"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Oct-17,"4,795"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Nov-17,"5,376"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Dec-17,"4,166"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Jan-18,"3,806"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Feb-18,"4,636"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Mar-18,"5,009"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Apr-18,"4,708"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,May-18,"5,742"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Jun-18,"5,230"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Jul-18,"4,546"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Aug-18,"5,746"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Sep-18,"5,139"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Oct-18,"5,531"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Nov-18,"5,835"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Dec-18,"4,456"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Jan-19,"4,120"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Feb-19,"5,016"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Mar-19,"5,915"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Apr-19,"4,962"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,May-19,"5,859"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Jun-19,"5,488"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Jul-19,"5,726"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Aug-19,"5,834"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Sep-19,"5,416"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Oct-19,"5,669"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Nov-19,"5,955"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Dec-19,"4,801"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Jan-20,"4,618"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Feb-20,"7,288"
M11 Allied Health Services for Indigenous People who have had a Health Check,1 No subgroup,Mar-20,"6,407"
M13 Midwife,1 Midwife Services,Nov-10,3
M13 Midwife,1 Midwife Services,Dec-10,43
M13 Midwife,1 Midwife Services,Jan-11,143
M13 Midwife,1 Midwife Services,Feb-11,201
M13 Midwife,1 Midwife Services,Mar-11,359
M13 Midwife,1 Midwife Services,Apr-11,461
M13 Midwife,1 Midwife Services,May-11,502
M13 Midwife,1 Midwife Services,Jun-11,584
M13 Midwife,1 Midwife Services,Jul-11,897
M13 Midwife,1 Midwife Services,Aug-11,"1,174"
M13 Midwife,1 Midwife Services,Sep-11,876
M13 Midwife,1 Midwife Services,Oct-11,966
M13 Midwife,1 Midwife Services,Nov-11,"1,064"
M13 Midwife,1 Midwife Services,Dec-11,"1,026"
M13 Midwife,1 Midwife Services,Jan-12,"1,351"
M13 Midwife,1 Midwife Services,Feb-12,"1,436"
M13 Midwife,1 Midwife Services,Mar-12,"1,803"
M13 Midwife,1 Midwife Services,Apr-12,"1,751"
M13 Midwife,1 Midwife Services,May-12,"2,133"
M13 Midwife,1 Midwife Services,Jun-12,"1,988"
M13 Midwife,1 Midwife Services,Jul-12,"2,011"
M13 Midwife,1 Midwife Services,Aug-12,"2,440"
M13 Midwife,1 Midwife Services,Sep-12,"2,120"
M13 Midwife,1 Midwife Services,Oct-12,"2,445"
M13 Midwife,1 Midwife Services,Nov-12,"2,470"
M13 Midwife,1 Midwife Services,Dec-12,"2,436"
M13 Midwife,1 Midwife Services,Jan-13,"2,926"
M13 Midwife,1 Midwife Services,Feb-13,"2,779"
M13 Midwife,1 Midwife Services,Mar-13,"2,607"
M13 Midwife,1 Midwife Services,Apr-13,"3,129"
M13 Midwife,1 Midwife Services,May-13,"3,704"
M13 Midwife,1 Midwife Services,Jun-13,"3,041"
M13 Midwife,1 Midwife Services,Jul-13,"3,905"
M13 Midwife,1 Midwife Services,Aug-13,"3,785"
M13 Midwife,1 Midwife Services,Sep-13,"3,634"
M13 Midwife,1 Midwife Services,Oct-13,"4,128"
M13 Midwife,1 Midwife Services,Nov-13,"4,059"
M13 Midwife,1 Midwife Services,Dec-13,"4,139"
M13 Midwife,1 Midwife Services,Jan-14,"3,625"
M13 Midwife,1 Midwife Services,Feb-14,"4,341"
M13 Midwife,1 Midwife Services,Mar-14,"4,380"
M13 Midwife,1 Midwife Services,Apr-14,"4,543"
M13 Midwife,1 Midwife Services,May-14,"4,491"
M13 Midwife,1 Midwife Services,Jun-14,"4,941"
M13 Midwife,1 Midwife Services,Jul-14,"5,119"
M13 Midwife,1 Midwife Services,Aug-14,"5,279"
M13 Midwife,1 Midwife Services,Sep-14,"4,783"
M13 Midwife,1 Midwife Services,Oct-14,"5,923"
M13 Midwife,1 Midwife Services,Nov-14,"4,875"
M13 Midwife,1 Midwife Services,Dec-14,"5,455"
M13 Midwife,1 Midwife Services,Jan-15,"5,702"
M13 Midwife,1 Midwife Services,Feb-15,"5,540"
M13 Midwife,1 Midwife Services,Mar-15,"6,066"
M13 Midwife,1 Midwife Services,Apr-15,"5,996"
M13 Midwife,1 Midwife Services,May-15,"5,524"
M13 Midwife,1 Midwife Services,Jun-15,"5,527"
M13 Midwife,1 Midwife Services,Jul-15,"5,537"
M13 Midwife,1 Midwife Services,Aug-15,"5,872"
M13 Midwife,1 Midwife Services,Sep-15,"6,423"
M13 Midwife,1 Midwife Services,Oct-15,"5,994"
M13 Midwife,1 Midwife Services,Nov-15,"6,213"
M13 Midwife,1 Midwife Services,Dec-15,"6,197"
M13 Midwife,1 Midwife Services,Jan-16,"5,862"
M13 Midwife,1 Midwife Services,Feb-16,"6,669"
M13 Midwife,1 Midwife Services,Mar-16,"7,059"
M13 Midwife,1 Midwife Services,Apr-16,"6,911"
M13 Midwife,1 Midwife Services,May-16,"7,116"
M13 Midwife,1 Midwife Services,Jun-16,"6,763"
M13 Midwife,1 Midwife Services,Jul-16,"6,581"
M13 Midwife,1 Midwife Services,Aug-16,"7,088"
M13 Midwife,1 Midwife Services,Sep-16,"6,424"
M13 Midwife,1 Midwife Services,Oct-16,"6,396"
M13 Midwife,1 Midwife Services,Nov-16,"6,564"
M13 Midwife,1 Midwife Services,Dec-16,"5,462"
M13 Midwife,1 Midwife Services,Jan-17,"6,483"
M13 Midwife,1 Midwife Services,Feb-17,"6,436"
M13 Midwife,1 Midwife Services,Mar-17,"7,296"
M13 Midwife,1 Midwife Services,Apr-17,"5,823"
M13 Midwife,1 Midwife Services,May-17,"7,959"
M13 Midwife,1 Midwife Services,Jun-17,"7,016"
M13 Midwife,1 Midwife Services,Jul-17,"6,658"
M13 Midwife,1 Midwife Services,Aug-17,"7,301"
M13 Midwife,1 Midwife Services,Sep-17,"6,812"
M13 Midwife,1 Midwife Services,Oct-17,"6,919"
M13 Midwife,1 Midwife Services,Nov-17,"7,051"
M13 Midwife,1 Midwife Services,Dec-17,"6,154"
M13 Midwife,1 Midwife Services,Jan-18,"7,641"
M13 Midwife,1 Midwife Services,Feb-18,"7,089"
M13 Midwife,1 Midwife Services,Mar-18,"7,821"
M13 Midwife,1 Midwife Services,Apr-18,"7,215"
M13 Midwife,1 Midwife Services,May-18,"8,379"
M13 Midwife,1 Midwife Services,Jun-18,"7,670"
M13 Midwife,1 Midwife Services,Jul-18,"8,272"
M13 Midwife,1 Midwife Services,Aug-18,"8,768"
M13 Midwife,1 Midwife Services,Sep-18,"7,530"
M13 Midwife,1 Midwife Services,Oct-18,"8,301"
M13 Midwife,1 Midwife Services,Nov-18,"8,366"
M13 Midwife,1 Midwife Services,Dec-18,"7,093"
M13 Midwife,1 Midwife Services,Jan-19,"8,339"
M13 Midwife,1 Midwife Services,Feb-19,"7,725"
M13 Midwife,1 Midwife Services,Mar-19,"8,750"
M13 Midwife,1 Midwife Services,Apr-19,"8,322"
M13 Midwife,1 Midwife Services,May-19,"9,561"
M13 Midwife,1 Midwife Services,Jun-19,"8,835"
M13 Midwife,1 Midwife Services,Jul-19,"9,852"
M13 Midwife,1 Midwife Services,Aug-19,"9,709"
M13 Midwife,1 Midwife Services,Sep-19,"9,039"
M13 Midwife,1 Midwife Services,Oct-19,"10,953"
M13 Midwife,1 Midwife Services,Nov-19,"9,509"
M13 Midwife,1 Midwife Services,Dec-19,"9,083"
M13 Midwife,1 Midwife Services,Jan-20,"9,889"
M13 Midwife,1 Midwife Services,Feb-20,"9,544"
M13 Midwife,1 Midwife Services,Mar-20,"9,258"
M13 Midwife,2 Telehealth Attendance,Aug-11,1
M13 Midwife,2 Telehealth Attendance,Dec-11,0
M13 Midwife,2 Telehealth Attendance,Feb-12,1
M13 Midwife,2 Telehealth Attendance,Apr-12,2
M13 Midwife,2 Telehealth Attendance,May-12,4
M13 Midwife,2 Telehealth Attendance,Jun-12,1
M13 Midwife,2 Telehealth Attendance,Jul-12,1
M13 Midwife,2 Telehealth Attendance,Aug-12,1
M13 Midwife,2 Telehealth Attendance,Sep-12,1
M13 Midwife,2 Telehealth Attendance,Nov-12,5
M13 Midwife,2 Telehealth Attendance,Dec-12,-1
M13 Midwife,2 Telehealth Attendance,Jan-13,2
M13 Midwife,2 Telehealth Attendance,Feb-13,5
M13 Midwife,2 Telehealth Attendance,Mar-13,3
M13 Midwife,2 Telehealth Attendance,Apr-13,1
M13 Midwife,2 Telehealth Attendance,May-13,1
M13 Midwife,2 Telehealth Attendance,Jun-13,5
M13 Midwife,2 Telehealth Attendance,Jul-13,1
M13 Midwife,2 Telehealth Attendance,Jan-14,1
M13 Midwife,2 Telehealth Attendance,Feb-14,-3
M13 Midwife,2 Telehealth Attendance,May-14,4
M13 Midwife,2 Telehealth Attendance,Jun-14,5
M13 Midwife,2 Telehealth Attendance,Jul-14,4
M13 Midwife,2 Telehealth Attendance,Aug-14,3
M13 Midwife,2 Telehealth Attendance,Dec-14,1
M13 Midwife,2 Telehealth Attendance,Jan-15,2
M13 Midwife,2 Telehealth Attendance,Sep-15,3
M13 Midwife,2 Telehealth Attendance,Jul-16,1
M13 Midwife,2 Telehealth Attendance,Dec-16,1
M13 Midwife,2 Telehealth Attendance,May-17,10
M13 Midwife,2 Telehealth Attendance,Jun-17,6
M13 Midwife,2 Telehealth Attendance,Jul-17,2
M13 Midwife,2 Telehealth Attendance,Aug-17,14
M13 Midwife,2 Telehealth Attendance,Sep-17,1
M13 Midwife,2 Telehealth Attendance,Oct-17,4
M13 Midwife,2 Telehealth Attendance,Nov-17,2
M13 Midwife,2 Telehealth Attendance,Jan-18,2
M13 Midwife,2 Telehealth Attendance,Feb-18,8
M13 Midwife,2 Telehealth Attendance,Mar-18,16
M13 Midwife,2 Telehealth Attendance,Apr-18,14
M13 Midwife,2 Telehealth Attendance,May-18,8
M13 Midwife,2 Telehealth Attendance,Jun-18,4
M13 Midwife,2 Telehealth Attendance,Jul-18,22
M13 Midwife,2 Telehealth Attendance,Aug-18,5
M13 Midwife,2 Telehealth Attendance,Sep-18,6
M13 Midwife,2 Telehealth Attendance,Oct-18,12
M13 Midwife,2 Telehealth Attendance,Nov-18,13
M13 Midwife,2 Telehealth Attendance,Dec-18,2
M13 Midwife,2 Telehealth Attendance,Jan-19,13
M13 Midwife,2 Telehealth Attendance,Feb-19,5
M13 Midwife,2 Telehealth Attendance,Mar-19,8
M13 Midwife,2 Telehealth Attendance,Apr-19,5
M13 Midwife,2 Telehealth Attendance,May-19,3
M13 Midwife,2 Telehealth Attendance,Jun-19,12
M13 Midwife,2 Telehealth Attendance,Jul-19,12
M13 Midwife,2 Telehealth Attendance,Aug-19,4
M13 Midwife,2 Telehealth Attendance,Sep-19,7
M13 Midwife,2 Telehealth Attendance,Oct-19,9
M13 Midwife,2 Telehealth Attendance,Nov-19,13
M13 Midwife,2 Telehealth Attendance,Dec-19,8
M13 Midwife,2 Telehealth Attendance,Jan-20,22
M13 Midwife,2 Telehealth Attendance,Feb-20,5
M13 Midwife,2 Telehealth Attendance,Mar-20,32
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-10,323
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-10,"1,058"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-11,"1,655"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-11,"2,371"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-11,"2,371"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Apr-11,"2,497"
M14 Nurse Practitioner,1 Nurse Practitioner Services,May-11,"3,930"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jun-11,"3,852"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jul-11,"3,275"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Aug-11,"3,853"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Sep-11,"3,793"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Oct-11,"4,482"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-11,"4,351"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-11,"4,743"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-12,"4,865"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-12,"5,494"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-12,"6,583"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Apr-12,"10,645"
M14 Nurse Practitioner,1 Nurse Practitioner Services,May-12,"11,415"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jun-12,"6,879"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jul-12,"8,440"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Aug-12,"7,477"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Sep-12,"7,195"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Oct-12,"8,034"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-12,"8,090"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-12,"7,500"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-13,"8,866"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-13,"8,223"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-13,"10,482"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Apr-13,"24,789"
M14 Nurse Practitioner,1 Nurse Practitioner Services,May-13,"15,123"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jun-13,"11,440"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jul-13,"13,455"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Aug-13,"11,231"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Sep-13,"11,138"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Oct-13,"14,741"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-13,"12,634"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-13,"11,943"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-14,"12,754"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-14,"12,787"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-14,"21,254"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Apr-14,"27,427"
M14 Nurse Practitioner,1 Nurse Practitioner Services,May-14,"24,201"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jun-14,"25,849"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jul-14,"16,062"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Aug-14,"19,194"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Sep-14,"17,590"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Oct-14,"19,697"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-14,"15,973"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-14,"18,658"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-15,"16,573"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-15,"17,369"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-15,"18,382"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Apr-15,"23,513"
M14 Nurse Practitioner,1 Nurse Practitioner Services,May-15,"44,494"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jun-15,"25,857"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jul-15,"28,957"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Aug-15,"24,311"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Sep-15,"24,420"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Oct-15,"24,208"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-15,"23,708"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-15,"21,630"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-16,"20,632"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-16,"24,268"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-16,"24,003"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Apr-16,"28,865"
M14 Nurse Practitioner,1 Nurse Practitioner Services,May-16,"34,507"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jun-16,"29,348"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jul-16,"27,136"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Aug-16,"34,529"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Sep-16,"34,285"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Oct-16,"43,956"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-16,"33,668"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-16,"29,702"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-17,"26,748"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-17,"28,529"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-17,"32,795"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Apr-17,"39,427"
M14 Nurse Practitioner,1 Nurse Practitioner Services,May-17,"50,365"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jun-17,"36,564"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jul-17,"33,114"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Aug-17,"39,272"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Sep-17,"39,461"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Oct-17,"35,463"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-17,"36,018"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-17,"29,806"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-18,"36,223"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-18,"33,901"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-18,"38,413"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Apr-18,"44,797"
M14 Nurse Practitioner,1 Nurse Practitioner Services,May-18,"55,443"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jun-18,"44,947"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jul-18,"44,917"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Aug-18,"52,497"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Sep-18,"41,841"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Oct-18,"45,185"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-18,"44,639"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-18,"38,720"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-19,"43,269"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-19,"42,339"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-19,"46,741"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Apr-19,"50,330"
M14 Nurse Practitioner,1 Nurse Practitioner Services,May-19,"65,716"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jun-19,"53,282"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jul-19,"61,677"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Aug-19,"65,001"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Sep-19,"46,987"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Oct-19,"50,514"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Nov-19,"49,350"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Dec-19,"44,432"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Jan-20,"46,057"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Feb-20,"46,893"
M14 Nurse Practitioner,1 Nurse Practitioner Services,Mar-20,"50,419"
M14 Nurse Practitioner,2 Telehealth attendance,Jul-11,1
M14 Nurse Practitioner,2 Telehealth attendance,Aug-11,1
M14 Nurse Practitioner,2 Telehealth attendance,Sep-11,1
M14 Nurse Practitioner,2 Telehealth attendance,Nov-11,6
M14 Nurse Practitioner,2 Telehealth attendance,Dec-11,2
M14 Nurse Practitioner,2 Telehealth attendance,Jan-12,1
M14 Nurse Practitioner,2 Telehealth attendance,Feb-12,4
M14 Nurse Practitioner,2 Telehealth attendance,Mar-12,4
M14 Nurse Practitioner,2 Telehealth attendance,Apr-12,1
M14 Nurse Practitioner,2 Telehealth attendance,May-12,7
M14 Nurse Practitioner,2 Telehealth attendance,Jun-12,2
M14 Nurse Practitioner,2 Telehealth attendance,Jul-12,10
M14 Nurse Practitioner,2 Telehealth attendance,Aug-12,7
M14 Nurse Practitioner,2 Telehealth attendance,Sep-12,1
M14 Nurse Practitioner,2 Telehealth attendance,Oct-12,9
M14 Nurse Practitioner,2 Telehealth attendance,Nov-12,21
M14 Nurse Practitioner,2 Telehealth attendance,Dec-12,11
M14 Nurse Practitioner,2 Telehealth attendance,Jan-13,9
M14 Nurse Practitioner,2 Telehealth attendance,Feb-13,7
M14 Nurse Practitioner,2 Telehealth attendance,Apr-13,9
M14 Nurse Practitioner,2 Telehealth attendance,May-13,19
M14 Nurse Practitioner,2 Telehealth attendance,Jun-13,1
M14 Nurse Practitioner,2 Telehealth attendance,Jul-13,35
M14 Nurse Practitioner,2 Telehealth attendance,Aug-13,11
M14 Nurse Practitioner,2 Telehealth attendance,Sep-13,1
M14 Nurse Practitioner,2 Telehealth attendance,Oct-13,33
M14 Nurse Practitioner,2 Telehealth attendance,Nov-13,8
M14 Nurse Practitioner,2 Telehealth attendance,Dec-13,28
M14 Nurse Practitioner,2 Telehealth attendance,Jan-14,2
M14 Nurse Practitioner,2 Telehealth attendance,Feb-14,8
M14 Nurse Practitioner,2 Telehealth attendance,Mar-14,23
M14 Nurse Practitioner,2 Telehealth attendance,Apr-14,14
M14 Nurse Practitioner,2 Telehealth attendance,May-14,38
M14 Nurse Practitioner,2 Telehealth attendance,Jun-14,55
M14 Nurse Practitioner,2 Telehealth attendance,Jul-14,20
M14 Nurse Practitioner,2 Telehealth attendance,Aug-14,11
M14 Nurse Practitioner,2 Telehealth attendance,Sep-14,36
M14 Nurse Practitioner,2 Telehealth attendance,Oct-14,70
M14 Nurse Practitioner,2 Telehealth attendance,Nov-14,39
M14 Nurse Practitioner,2 Telehealth attendance,Dec-14,30
M14 Nurse Practitioner,2 Telehealth attendance,Jan-15,6
M14 Nurse Practitioner,2 Telehealth attendance,Feb-15,23
M14 Nurse Practitioner,2 Telehealth attendance,Mar-15,31
M14 Nurse Practitioner,2 Telehealth attendance,Apr-15,26
M14 Nurse Practitioner,2 Telehealth attendance,May-15,71
M14 Nurse Practitioner,2 Telehealth attendance,Jun-15,27
M14 Nurse Practitioner,2 Telehealth attendance,Jul-15,25
M14 Nurse Practitioner,2 Telehealth attendance,Aug-15,57
M14 Nurse Practitioner,2 Telehealth attendance,Sep-15,110
M14 Nurse Practitioner,2 Telehealth attendance,Oct-15,99
M14 Nurse Practitioner,2 Telehealth attendance,Nov-15,67
M14 Nurse Practitioner,2 Telehealth attendance,Dec-15,62
M14 Nurse Practitioner,2 Telehealth attendance,Jan-16,28
M14 Nurse Practitioner,2 Telehealth attendance,Feb-16,72
M14 Nurse Practitioner,2 Telehealth attendance,Mar-16,81
M14 Nurse Practitioner,2 Telehealth attendance,Apr-16,92
M14 Nurse Practitioner,2 Telehealth attendance,May-16,64
M14 Nurse Practitioner,2 Telehealth attendance,Jun-16,103
M14 Nurse Practitioner,2 Telehealth attendance,Jul-16,51
M14 Nurse Practitioner,2 Telehealth attendance,Aug-16,96
M14 Nurse Practitioner,2 Telehealth attendance,Sep-16,77
M14 Nurse Practitioner,2 Telehealth attendance,Oct-16,63
M14 Nurse Practitioner,2 Telehealth attendance,Nov-16,67
M14 Nurse Practitioner,2 Telehealth attendance,Dec-16,69
M14 Nurse Practitioner,2 Telehealth attendance,Jan-17,68
M14 Nurse Practitioner,2 Telehealth attendance,Feb-17,85
M14 Nurse Practitioner,2 Telehealth attendance,Mar-17,138
M14 Nurse Practitioner,2 Telehealth attendance,Apr-17,66
M14 Nurse Practitioner,2 Telehealth attendance,May-17,96
M14 Nurse Practitioner,2 Telehealth attendance,Jun-17,70
M14 Nurse Practitioner,2 Telehealth attendance,Jul-17,42
M14 Nurse Practitioner,2 Telehealth attendance,Aug-17,44
M14 Nurse Practitioner,2 Telehealth attendance,Sep-17,26
M14 Nurse Practitioner,2 Telehealth attendance,Oct-17,48
M14 Nurse Practitioner,2 Telehealth attendance,Nov-17,60
M14 Nurse Practitioner,2 Telehealth attendance,Dec-17,45
M14 Nurse Practitioner,2 Telehealth attendance,Jan-18,32
M14 Nurse Practitioner,2 Telehealth attendance,Feb-18,42
M14 Nurse Practitioner,2 Telehealth attendance,Mar-18,57
M14 Nurse Practitioner,2 Telehealth attendance,Apr-18,39
M14 Nurse Practitioner,2 Telehealth attendance,May-18,62
M14 Nurse Practitioner,2 Telehealth attendance,Jun-18,157
M14 Nurse Practitioner,2 Telehealth attendance,Jul-18,62
M14 Nurse Practitioner,2 Telehealth attendance,Aug-18,77
M14 Nurse Practitioner,2 Telehealth attendance,Sep-18,74
M14 Nurse Practitioner,2 Telehealth attendance,Oct-18,43
M14 Nurse Practitioner,2 Telehealth attendance,Nov-18,82
M14 Nurse Practitioner,2 Telehealth attendance,Dec-18,99
M14 Nurse Practitioner,2 Telehealth attendance,Jan-19,31
M14 Nurse Practitioner,2 Telehealth attendance,Feb-19,96
M14 Nurse Practitioner,2 Telehealth attendance,Mar-19,53
M14 Nurse Practitioner,2 Telehealth attendance,Apr-19,47
M14 Nurse Practitioner,2 Telehealth attendance,May-19,126
M14 Nurse Practitioner,2 Telehealth attendance,Jun-19,113
M14 Nurse Practitioner,2 Telehealth attendance,Jul-19,80
M14 Nurse Practitioner,2 Telehealth attendance,Aug-19,71
M14 Nurse Practitioner,2 Telehealth attendance,Sep-19,68
M14 Nurse Practitioner,2 Telehealth attendance,Oct-19,59
M14 Nurse Practitioner,2 Telehealth attendance,Nov-19,70
